data,produto,vendas,preco_unitario
2024-07-11,Capinha,3,92
2024-07-11,Capinha,12,63
2024-07-11,Película,3,10
2024-07-11,Fone,5,193
2024-07-12,Cabo USB,10,41
2024-07-12,Celular,9,1812
2024-07-12,Fone,5,196
2024-07-12,Película,4,13
2024-07-12,Cabo USB,15,20
2024-07-12,Relógio Smart,5,1295
2024-07-12,Celular,17,2754
2024-07-12,Fone,18,108
2024-07-12,Relógio Smart,19,583
2024-07-12,Película,17,42
2024-07-12,Carregador,2,128
2024-07-12,Relógio Smart,9,592
2024-07-12,Fone,7,123
2024-07-13,Fone,15,216
2024-07-13,Relógio Smart,10,862
2024-07-13,Caixa de Som,13,576
2024-07-13,Celular,8,2690
2024-07-13,Cabo USB,19,67
2024-07-13,Capinha,14,97
2024-07-13,Fone,2,247
2024-07-13,Capinha,7,96
2024-07-13,Celular,4,1209
2024-07-13,Fone,1,210
2024-07-13,Película,2,28
2024-07-13,Capinha,4,95
2024-07-13,Capinha,14,52
2024-07-13,Película,19,41
2024-07-13,Capinha,16,76
2024-07-13,Cabo USB,11,66
2024-07-14,Cabo USB,15,52
2024-07-14,Celular,6,1410
2024-07-14,Cabo USB,1,32
2024-07-14,Capinha,12,45
2024-07-14,Película,9,20
2024-07-14,Capinha,18,73
2024-07-14,Celular,10,2183
2024-07-14,Carregador,8,144
2024-07-14,Película,3,22
2024-07-14,Fone,12,159
2024-07-14,Película,17,42
2024-07-14,Fone,12,127
2024-07-14,Celular,15,2124
2024-07-14,Relógio Smart,10,891
2024-07-14,Carregador,3,87
2024-07-14,Fone,8,51
2024-07-14,Cabo USB,1,76
2024-07-15,Cabo USB,11,76
2024-07-15,Celular,16,1393
2024-07-15,Celular,9,2097
2024-07-15,Película,4,42
2024-07-15,Celular,2,2917
2024-07-15,Capinha,1,29
2024-07-15,Celular,19,2325
2024-07-15,Película,8,16
2024-07-15,Carregador,6,67
2024-07-15,Celular,13,2288
2024-07-15,Fone,11,154
2024-07-15,Capinha,1,70
2024-07-15,Relógio Smart,9,1211
2024-07-15,Capinha,13,49
2024-07-15,Caixa de Som,18,340
2024-07-16,Película,13,39
2024-07-16,Cabo USB,6,78
2024-07-16,Capinha,16,30
2024-07-16,Cabo USB,4,62
2024-07-16,Película,18,39
2024-07-16,Capinha,4,79
2024-07-16,Capinha,7,73
2024-07-16,Relógio Smart,6,1104
2024-07-16,Celular,6,1835
2024-07-16,Cabo USB,1,15
2024-07-16,Fone,7,93
2024-07-16,Fone,13,229
2024-07-17,Película,9,23
2024-07-17,Capinha,16,86
2024-07-17,Cabo USB,3,37
2024-07-17,Película,2,35
2024-07-17,Celular,2,2353
2024-07-17,Caixa de Som,7,342
2024-07-17,Fone,18,112
2024-07-17,Relógio Smart,16,1134
2024-07-17,Película,12,11
2024-07-17,Celular,17,1650
2024-07-17,Película,5,46
2024-07-17,Celular,1,2893
2024-07-17,Celular,1,1556
2024-07-17,Cabo USB,18,74
2024-07-17,Fone,4,126
2024-07-17,Capinha,18,29
2024-07-17,Cabo USB,12,75
2024-07-17,Película,17,32
2024-07-17,Caixa de Som,4,368
2024-07-18,Fone,9,249
2024-07-18,Celular,14,1729
2024-07-18,Fone,10,64
2024-07-18,Capinha,17,80
2024-07-18,Película,15,42
2024-07-18,Carregador,1,69
2024-07-18,Capinha,3,70
2024-07-18,Celular,10,2666
2024-07-18,Cabo USB,4,44
2024-07-18,Capinha,10,47
2024-07-18,Carregador,4,69
2024-07-18,Celular,7,2136
2024-07-18,Celular,5,2314
2024-07-19,Fone,15,178
2024-07-19,Película,6,21
2024-07-19,Celular,9,2907
2024-07-19,Capinha,4,82
2024-07-19,Fone,5,106
2024-07-19,Celular,2,1061
2024-07-19,Carregador,17,40
2024-07-19,Fone,1,204
2024-07-19,Celular,4,1104
2024-07-19,Celular,18,2486
2024-07-19,Película,10,43
2024-07-19,Cabo USB,7,76
2024-07-19,Capinha,12,38
2024-07-19,Película,10,34
2024-07-19,Fone,8,81
2024-07-19,Celular,15,2601
2024-07-20,Carregador,6,100
2024-07-20,Cabo USB,19,54
2024-07-20,Relógio Smart,14,1280
2024-07-20,Celular,15,1722
2024-07-20,Cabo USB,19,55
2024-07-20,Capinha,5,38
2024-07-20,Película,1,34
2024-07-20,Fone,13,110
2024-07-20,Relógio Smart,9,811
2024-07-20,Carregador,2,92
2024-07-20,Carregador,11,108
2024-07-20,Relógio Smart,13,1115
2024-07-20,Fone,18,123
2024-07-20,Fone,8,76
2024-07-20,Capinha,1,99
2024-07-20,Celular,2,2650
2024-07-20,Capinha,1,20
2024-07-20,Película,12,32
2024-07-20,Carregador,4,75
2024-07-20,Fone,8,237
2024-07-20,Capinha,17,97
2024-07-20,Capinha,16,24
2024-07-20,Celular,1,2273
2024-07-20,Fone,10,235
2024-07-21,Capinha,3,71
2024-07-21,Celular,7,1792
2024-07-21,Relógio Smart,19,904
2024-07-21,Caixa de Som,1,449
2024-07-21,Celular,2,1785
2024-07-21,Fone,8,100
2024-07-21,Película,10,48
2024-07-21,Capinha,9,25
2024-07-21,Fone,16,126
2024-07-21,Celular,18,2446
2024-07-21,Capinha,9,42
2024-07-21,Película,16,10
2024-07-21,Fone,2,184
2024-07-22,Relógio Smart,10,340
2024-07-22,Celular,10,1026
2024-07-22,Celular,4,1070
2024-07-22,Carregador,4,101
2024-07-22,Cabo USB,15,35
2024-07-22,Carregador,1,110
2024-07-22,Celular,13,2583
2024-07-22,Capinha,18,76
2024-07-22,Película,16,44
2024-07-22,Fone,15,175
2024-07-22,Cabo USB,1,36
2024-07-22,Relógio Smart,5,1109
2024-07-22,Película,6,22
2024-07-22,Celular,14,1476
2024-07-22,Celular,9,2566
2024-07-22,Cabo USB,15,74
2024-07-23,Relógio Smart,2,1315
2024-07-23,Capinha,14,43
2024-07-23,Carregador,14,40
2024-07-23,Celular,4,2857
2024-07-23,Fone,16,100
2024-07-23,Capinha,8,26
2024-07-23,Fone,7,210
2024-07-23,Capinha,3,96
2024-07-23,Cabo USB,3,16
2024-07-23,Fone,15,269
2024-07-23,Celular,18,1220
2024-07-23,Capinha,17,99
2024-07-24,Caixa de Som,13,457
2024-07-24,Capinha,19,86
2024-07-24,Película,4,30
2024-07-24,Carregador,2,62
2024-07-24,Celular,14,2269
2024-07-24,Película,2,12
2024-07-24,Caixa de Som,14,104
2024-07-24,Fone,10,229
2024-07-24,Celular,18,1854
2024-07-24,Capinha,1,38
2024-07-24,Cabo USB,18,61
2024-07-24,Cabo USB,6,65
2024-07-24,Celular,10,1987
2024-07-25,Capinha,18,74
2024-07-25,Capinha,17,92
2024-07-25,Fone,4,189
2024-07-25,Carregador,19,111
2024-07-25,Capinha,1,40
2024-07-25,Relógio Smart,7,1008
2024-07-25,Carregador,16,69
2024-07-25,Cabo USB,15,75
2024-07-25,Película,10,13
2024-07-25,Celular,11,2398
2024-07-25,Caixa de Som,11,274
2024-07-26,Carregador,16,143
2024-07-26,Capinha,8,99
2024-07-26,Fone,18,127
2024-07-26,Cabo USB,12,51
2024-07-26,Capinha,4,78
2024-07-26,Caixa de Som,4,304
2024-07-26,Capinha,19,83
2024-07-26,Película,14,28
2024-07-26,Caixa de Som,18,424
2024-07-26,Capinha,3,21
2024-07-26,Celular,11,1869
2024-07-27,Fone,12,273
2024-07-27,Capinha,7,96
2024-07-27,Película,3,47
2024-07-27,Película,14,28
2024-07-27,Celular,16,2603
2024-07-27,Película,13,49
2024-07-27,Cabo USB,10,68
2024-07-27,Cabo USB,7,20
2024-07-27,Carregador,3,41
2024-07-27,Película,9,24
2024-07-27,Cabo USB,15,72
2024-07-27,Fone,2,138
2024-07-27,Película,9,30
2024-07-28,Celular,12,2848
2024-07-28,Carregador,10,42
2024-07-28,Carregador,1,142
2024-07-28,Celular,16,2776
2024-07-28,Cabo USB,3,47
2024-07-28,Fone,9,73
2024-07-28,Relógio Smart,3,1424
2024-07-28,Fone,1,244
2024-07-28,Capinha,11,47
2024-07-29,Celular,18,1975
2024-07-29,Carregador,13,70
2024-07-29,Carregador,7,109
2024-07-29,Celular,19,1530
2024-07-29,Fone,9,293
2024-07-29,Celular,16,2374
2024-07-29,Película,4,15
2024-07-29,Celular,8,2336
2024-07-29,Película,6,26
2024-07-29,Celular,7,1640
2024-07-29,Celular,5,1329
2024-07-29,Carregador,19,50
2024-07-29,Capinha,18,21
2024-07-29,Celular,17,2356
2024-07-29,Caixa de Som,2,470
2024-07-29,Capinha,9,79
2024-07-29,Película,13,25
2024-07-30,Celular,15,1818
2024-07-30,Capinha,16,37
2024-07-30,Fone,5,161
2024-07-30,Fone,13,155
2024-07-30,Caixa de Som,16,556
2024-07-30,Celular,8,2527
2024-07-30,Relógio Smart,14,1161
2024-07-30,Fone,5,265
2024-07-30,Capinha,2,64
2024-07-30,Fone,5,218
2024-07-30,Película,16,29
2024-07-30,Capinha,5,87
2024-07-30,Capinha,4,23
2024-07-30,Cabo USB,5,26
2024-07-31,Celular,5,1055
2024-07-31,Fone,9,220
2024-07-31,Celular,15,1243
2024-07-31,Celular,9,1890
2024-07-31,Carregador,12,97
2024-07-31,Celular,10,1585
2024-07-31,Película,2,40
2024-07-31,Fone,3,299
2024-07-31,Fone,18,52
2024-07-31,Celular,7,2281
2024-07-31,Celular,12,1395
2024-07-31,Película,5,42
2024-07-31,Capinha,14,97
2024-08-01,Película,14,29
2024-08-01,Película,4,23
2024-08-01,Capinha,8,68
2024-08-01,Fone,11,266
2024-08-01,Carregador,3,78
2024-08-01,Película,15,48
2024-08-01,Fone,12,258
2024-08-01,Cabo USB,14,68
2024-08-01,Capinha,1,87
2024-08-01,Capinha,5,22
2024-08-01,Celular,19,2222
2024-08-01,Celular,6,2234
2024-08-01,Fone,2,191
2024-08-01,Fone,2,295
2024-08-01,Celular,9,2805
2024-08-01,Carregador,16,134
2024-08-01,Película,11,37
2024-08-01,Relógio Smart,19,1441
2024-08-02,Caixa de Som,18,310
2024-08-02,Película,3,24
2024-08-02,Caixa de Som,5,103
2024-08-02,Película,14,38
2024-08-02,Celular,1,2296
2024-08-02,Fone,15,97
2024-08-02,Celular,7,2592
2024-08-02,Celular,16,1947
2024-08-02,Capinha,13,90
2024-08-02,Cabo USB,6,62
2024-08-02,Celular,13,1073
2024-08-02,Fone,15,74
2024-08-02,Fone,14,207
2024-08-02,Fone,6,239
2024-08-02,Capinha,11,59
2024-08-02,Relógio Smart,7,315
2024-08-03,Capinha,8,94
2024-08-03,Fone,3,95
2024-08-03,Celular,7,2163
2024-08-03,Caixa de Som,7,138
2024-08-03,Caixa de Som,19,515
2024-08-03,Película,15,28
2024-08-03,Capinha,12,29
2024-08-03,Celular,17,2838
2024-08-03,Cabo USB,7,23
2024-08-03,Cabo USB,12,23
2024-08-03,Capinha,4,55
2024-08-03,Celular,3,2741
2024-08-03,Celular,19,2214
2024-08-03,Caixa de Som,2,543
2024-08-03,Carregador,19,40
2024-08-03,Fone,9,259
2024-08-03,Celular,16,2033
2024-08-03,Película,9,48
2024-08-04,Película,12,39
2024-08-04,Cabo USB,7,33
2024-08-04,Capinha,2,25
2024-08-04,Fone,3,197
2024-08-04,Capinha,14,64
2024-08-04,Película,16,49
2024-08-04,Película,7,17
2024-08-04,Fone,13,167
2024-08-04,Cabo USB,4,35
2024-08-04,Capinha,16,54
2024-08-04,Celular,5,2448
2024-08-05,Capinha,4,82
2024-08-05,Capinha,14,79
2024-08-05,Celular,11,2610
2024-08-05,Carregador,18,52
2024-08-05,Fone,6,254
2024-08-05,Película,5,21
2024-08-05,Película,15,47
2024-08-05,Capinha,6,73
2024-08-05,Carregador,3,59
2024-08-05,Carregador,12,82
2024-08-05,Película,10,40
2024-08-05,Cabo USB,16,22
2024-08-05,Película,10,35
2024-08-05,Película,18,45
2024-08-06,Capinha,14,95
2024-08-06,Película,4,32
2024-08-06,Fone,18,189
2024-08-06,Película,14,32
2024-08-06,Celular,14,2030
2024-08-06,Celular,7,1133
2024-08-06,Fone,19,178
2024-08-06,Relógio Smart,5,1403
2024-08-06,Fone,5,110
2024-08-06,Película,19,16
2024-08-06,Película,8,40
2024-08-06,Fone,2,184
2024-08-06,Celular,7,1111
2024-08-07,Carregador,5,53
2024-08-07,Cabo USB,2,62
2024-08-07,Celular,10,1416
2024-08-07,Celular,16,2599
2024-08-07,Celular,12,2526
2024-08-07,Celular,9,2905
2024-08-07,Fone,12,116
2024-08-07,Fone,6,275
2024-08-07,Película,16,29
2024-08-07,Cabo USB,16,71
2024-08-07,Caixa de Som,12,514
2024-08-07,Cabo USB,12,50
2024-08-07,Carregador,13,41
2024-08-07,Cabo USB,11,29
2024-08-07,Capinha,6,86
2024-08-07,Carregador,8,120
2024-08-07,Película,17,47
2024-08-07,Cabo USB,12,28
2024-08-07,Fone,14,226
2024-08-08,Celular,16,2464
2024-08-08,Capinha,12,96
2024-08-08,Capinha,13,38
2024-08-08,Película,11,25
2024-08-08,Caixa de Som,10,188
2024-08-08,Carregador,13,80
2024-08-08,Fone,13,85
2024-08-08,Cabo USB,9,22
2024-08-08,Cabo USB,13,33
2024-08-08,Película,11,47
2024-08-08,Carregador,12,135
2024-08-08,Carregador,8,99
2024-08-08,Carregador,15,40
2024-08-08,Película,6,14
2024-08-08,Carregador,8,106
2024-08-08,Celular,15,1285
2024-08-08,Capinha,7,85
2024-08-08,Caixa de Som,7,545
2024-08-08,Celular,12,1869
2024-08-09,Carregador,10,114
2024-08-09,Fone,11,197
2024-08-09,Capinha,6,82
2024-08-09,Celular,14,2777
2024-08-09,Fone,11,231
2024-08-09,Película,14,41
2024-08-09,Película,9,29
2024-08-09,Cabo USB,2,23
2024-08-10,Capinha,7,83
2024-08-10,Relógio Smart,7,992
2024-08-10,Relógio Smart,13,399
2024-08-10,Capinha,19,31
2024-08-10,Película,17,38
2024-08-10,Capinha,4,70
2024-08-10,Capinha,16,90
2024-08-10,Carregador,3,88
2024-08-10,Película,17,35
2024-08-10,Caixa de Som,1,340
2024-08-10,Cabo USB,19,44
2024-08-10,Capinha,15,33
2024-08-10,Capinha,3,40
2024-08-10,Celular,8,2969
2024-08-11,Cabo USB,8,47
2024-08-11,Carregador,17,76
2024-08-11,Cabo USB,15,55
2024-08-11,Celular,7,2687
2024-08-11,Celular,19,1420
2024-08-11,Carregador,7,131
2024-08-11,Capinha,13,50
2024-08-11,Fone,5,272
2024-08-11,Celular,3,2488
2024-08-11,Celular,13,1638
2024-08-11,Fone,17,63
2024-08-11,Celular,5,1914
2024-08-11,Relógio Smart,12,671
2024-08-11,Fone,11,170
2024-08-11,Capinha,16,96
2024-08-12,Fone,18,177
2024-08-12,Capinha,2,86
2024-08-12,Celular,7,1528
2024-08-12,Relógio Smart,19,996
2024-08-12,Fone,19,196
2024-08-12,Fone,4,250
2024-08-12,Caixa de Som,15,442
2024-08-12,Capinha,7,69
2024-08-12,Celular,5,1683
2024-08-12,Película,17,26
2024-08-12,Película,7,40
2024-08-12,Película,15,40
2024-08-12,Fone,5,275
2024-08-12,Carregador,12,100
2024-08-12,Capinha,12,52
2024-08-13,Cabo USB,6,48
2024-08-13,Celular,16,1470
2024-08-13,Celular,8,1187
2024-08-13,Relógio Smart,8,531
2024-08-13,Celular,14,2746
2024-08-13,Caixa de Som,13,363
2024-08-13,Fone,8,210
2024-08-13,Cabo USB,16,55
2024-08-13,Fone,9,267
2024-08-13,Fone,4,276
2024-08-13,Película,16,20
2024-08-13,Capinha,2,20
2024-08-13,Capinha,18,88
2024-08-13,Fone,6,278
2024-08-13,Relógio Smart,2,765
2024-08-14,Película,6,28
2024-08-14,Celular,12,1138
2024-08-14,Fone,4,239
2024-08-14,Relógio Smart,11,1444
2024-08-14,Celular,2,2738
2024-08-14,Carregador,1,120
2024-08-14,Fone,19,264
2024-08-14,Película,19,37
2024-08-14,Película,2,13
2024-08-14,Capinha,11,31
2024-08-14,Capinha,4,34
2024-08-15,Relógio Smart,5,1401
2024-08-15,Capinha,7,62
2024-08-15,Celular,14,2578
2024-08-15,Capinha,6,29
2024-08-15,Película,14,45
2024-08-15,Cabo USB,18,32
2024-08-15,Capinha,17,79
2024-08-15,Cabo USB,19,79
2024-08-15,Cabo USB,16,31
2024-08-15,Fone,18,85
2024-08-15,Película,19,33
2024-08-15,Capinha,2,82
2024-08-15,Película,5,22
2024-08-15,Capinha,17,77
2024-08-15,Celular,10,1606
2024-08-15,Película,15,22
2024-08-15,Fone,5,97
2024-08-15,Cabo USB,16,79
2024-08-15,Celular,10,1308
2024-08-15,Fone,5,59
2024-08-16,Película,6,11
2024-08-16,Carregador,14,76
2024-08-16,Capinha,12,90
2024-08-16,Carregador,10,120
2024-08-16,Película,7,10
2024-08-16,Capinha,3,59
2024-08-16,Relógio Smart,1,1433
2024-08-16,Capinha,15,98
2024-08-16,Celular,14,2674
2024-08-16,Cabo USB,4,66
2024-08-16,Fone,7,177
2024-08-17,Celular,12,2003
2024-08-17,Capinha,17,55
2024-08-17,Fone,5,271
2024-08-17,Celular,5,2505
2024-08-17,Relógio Smart,2,420
2024-08-17,Capinha,2,48
2024-08-17,Fone,14,280
2024-08-17,Película,14,45
2024-08-17,Celular,4,1848
2024-08-17,Fone,6,221
2024-08-17,Fone,2,139
2024-08-17,Celular,12,2510
2024-08-17,Celular,9,1519
2024-08-17,Fone,2,119
2024-08-17,Fone,6,282
2024-08-18,Película,14,15
2024-08-18,Fone,6,120
2024-08-18,Celular,6,1614
2024-08-18,Relógio Smart,11,1254
2024-08-18,Fone,6,104
2024-08-18,Carregador,6,66
2024-08-18,Película,19,12
2024-08-18,Celular,5,2301
2024-08-18,Celular,18,1496
2024-08-18,Película,19,28
2024-08-18,Celular,3,2797
2024-08-18,Película,5,17
2024-08-18,Fone,19,114
2024-08-19,Fone,16,259
2024-08-19,Fone,4,265
2024-08-19,Relógio Smart,9,1457
2024-08-19,Capinha,14,30
2024-08-19,Celular,18,2924
2024-08-19,Celular,8,2970
2024-08-19,Fone,5,270
2024-08-19,Capinha,2,98
2024-08-19,Capinha,2,81
2024-08-19,Fone,17,262
2024-08-19,Película,14,33
2024-08-19,Fone,11,196
2024-08-19,Carregador,5,118
2024-08-19,Celular,16,1388
2024-08-19,Fone,18,145
2024-08-19,Caixa de Som,7,175
2024-08-19,Capinha,9,72
2024-08-19,Película,12,18
2024-08-19,Celular,16,1754
2024-08-20,Celular,1,1046
2024-08-20,Fone,15,144
2024-08-20,Celular,15,2859
2024-08-20,Fone,8,176
2024-08-20,Celular,8,2108
2024-08-20,Celular,1,2456
2024-08-20,Celular,16,1324
2024-08-20,Película,17,36
2024-08-20,Relógio Smart,18,804
2024-08-20,Fone,14,60
2024-08-20,Capinha,11,80
2024-08-20,Celular,17,1911
2024-08-21,Fone,3,61
2024-08-21,Película,11,33
2024-08-21,Película,8,45
2024-08-21,Relógio Smart,14,258
2024-08-21,Capinha,7,64
2024-08-21,Caixa de Som,15,244
2024-08-21,Cabo USB,13,79
2024-08-21,Caixa de Som,15,266
2024-08-21,Carregador,13,83
2024-08-21,Celular,12,1034
2024-08-21,Celular,17,2820
2024-08-21,Celular,6,1710
2024-08-21,Fone,3,92
2024-08-21,Capinha,17,76
2024-08-21,Capinha,1,80
2024-08-21,Película,7,17
2024-08-21,Cabo USB,14,60
2024-08-21,Carregador,2,52
2024-08-21,Fone,14,189
2024-08-21,Película,14,25
2024-08-21,Capinha,7,98
2024-08-21,Capinha,9,20
2024-08-22,Película,16,14
2024-08-22,Película,12,32
2024-08-22,Fone,19,199
2024-08-22,Carregador,8,112
2024-08-22,Película,14,19
2024-08-22,Cabo USB,10,15
2024-08-22,Película,14,42
2024-08-22,Cabo USB,16,32
2024-08-22,Carregador,18,64
2024-08-22,Caixa de Som,13,446
2024-08-22,Carregador,1,143
2024-08-22,Capinha,13,32
2024-08-22,Celular,13,2231
2024-08-22,Relógio Smart,1,1034
2024-08-22,Fone,16,257
2024-08-23,Celular,1,2627
2024-08-23,Celular,14,2430
2024-08-23,Película,1,37
2024-08-23,Fone,3,73
2024-08-23,Capinha,2,67
2024-08-23,Celular,10,1117
2024-08-23,Celular,8,2828
2024-08-23,Carregador,18,77
2024-08-23,Película,5,20
2024-08-23,Carregador,9,140
2024-08-24,Cabo USB,13,52
2024-08-24,Película,15,41
2024-08-24,Caixa de Som,4,268
2024-08-24,Capinha,10,26
2024-08-24,Carregador,5,115
2024-08-24,Relógio Smart,5,1436
2024-08-24,Celular,11,1520
2024-08-24,Fone,14,275
2024-08-24,Fone,13,123
2024-08-24,Relógio Smart,2,482
2024-08-24,Capinha,14,27
2024-08-25,Celular,11,2396
2024-08-25,Película,18,26
2024-08-25,Capinha,12,53
2024-08-25,Fone,12,135
2024-08-25,Carregador,8,132
2024-08-25,Relógio Smart,8,920
2024-08-25,Película,16,18
2024-08-25,Relógio Smart,4,755
2024-08-25,Fone,10,238
2024-08-25,Caixa de Som,9,406
2024-08-25,Caixa de Som,6,281
2024-08-25,Carregador,9,104
2024-08-25,Capinha,12,90
2024-08-25,Fone,6,89
2024-08-26,Caixa de Som,1,126
2024-08-26,Capinha,4,81
2024-08-26,Celular,15,2172
2024-08-26,Capinha,19,94
2024-08-26,Celular,10,1471
2024-08-26,Celular,6,1568
2024-08-26,Película,17,14
2024-08-26,Celular,15,2210
2024-08-26,Capinha,7,29
2024-08-26,Capinha,5,93
2024-08-26,Cabo USB,18,60
2024-08-26,Caixa de Som,9,380
2024-08-26,Fone,8,219
2024-08-26,Capinha,2,69
2024-08-26,Película,19,32
2024-08-26,Celular,19,2462
2024-08-26,Relógio Smart,6,612
2024-08-26,Capinha,1,93
2024-08-26,Película,13,20
2024-08-27,Fone,2,122
2024-08-27,Película,6,49
2024-08-27,Carregador,18,93
2024-08-27,Película,19,47
2024-08-27,Celular,16,2215
2024-08-27,Celular,4,2048
2024-08-27,Fone,2,249
2024-08-27,Capinha,5,52
2024-08-27,Película,18,16
2024-08-27,Celular,8,2720
2024-08-27,Celular,17,2816
2024-08-27,Celular,16,1042
2024-08-27,Fone,15,66
2024-08-27,Película,10,20
2024-08-28,Carregador,5,120
2024-08-28,Capinha,12,46
2024-08-28,Fone,17,88
2024-08-28,Celular,10,1438
2024-08-28,Fone,8,286
2024-08-28,Celular,8,1349
2024-08-28,Capinha,2,25
2024-08-28,Fone,13,256
2024-08-28,Película,13,47
2024-08-28,Carregador,9,56
2024-08-28,Capinha,1,36
2024-08-29,Cabo USB,1,32
2024-08-29,Película,19,34
2024-08-29,Relógio Smart,10,1325
2024-08-29,Película,5,12
2024-08-29,Celular,13,1741
2024-08-29,Fone,8,239
2024-08-29,Cabo USB,3,32
2024-08-29,Celular,7,1614
2024-08-29,Película,15,14
2024-08-29,Caixa de Som,18,497
2024-08-29,Capinha,19,96
2024-08-29,Cabo USB,2,72
2024-08-29,Celular,15,1537
2024-08-29,Capinha,11,80
2024-08-29,Caixa de Som,2,235
2024-08-30,Caixa de Som,15,311
2024-08-30,Relógio Smart,19,333
2024-08-30,Película,4,29
2024-08-30,Capinha,2,62
2024-08-30,Cabo USB,17,60
2024-08-30,Película,11,14
2024-08-30,Caixa de Som,6,324
2024-08-30,Película,4,30
2024-08-30,Película,6,32
2024-08-30,Caixa de Som,17,182
2024-08-30,Relógio Smart,17,996
2024-08-30,Capinha,19,34
2024-08-30,Celular,13,2779
2024-08-30,Película,4,45
2024-08-30,Celular,3,1981
2024-08-30,Película,1,45
2024-08-31,Película,16,47
2024-08-31,Cabo USB,12,62
2024-08-31,Fone,13,90
2024-08-31,Cabo USB,17,63
2024-08-31,Capinha,2,67
2024-08-31,Celular,6,1982
2024-08-31,Relógio Smart,6,730
2024-08-31,Capinha,9,90
2024-09-01,Relógio Smart,14,619
2024-09-01,Película,3,20
2024-09-01,Fone,12,217
2024-09-01,Carregador,12,41
2024-09-01,Película,12,44
2024-09-01,Película,9,32
2024-09-01,Película,15,38
2024-09-01,Relógio Smart,6,713
2024-09-01,Caixa de Som,7,276
2024-09-01,Carregador,17,83
2024-09-01,Fone,10,203
2024-09-01,Celular,8,1937
2024-09-01,Capinha,4,23
2024-09-01,Capinha,11,46
2024-09-02,Celular,15,2451
2024-09-02,Película,16,47
2024-09-02,Celular,1,2460
2024-09-02,Capinha,2,62
2024-09-02,Celular,15,1897
2024-09-02,Capinha,6,44
2024-09-02,Película,7,26
2024-09-02,Fone,19,116
2024-09-02,Celular,16,1172
2024-09-02,Capinha,14,88
2024-09-02,Celular,18,2151
2024-09-02,Celular,4,2362
2024-09-02,Película,15,18
2024-09-02,Celular,5,2679
2024-09-03,Cabo USB,13,76
2024-09-03,Capinha,15,79
2024-09-03,Relógio Smart,19,1432
2024-09-03,Carregador,7,62
2024-09-03,Capinha,14,65
2024-09-03,Fone,14,177
2024-09-03,Celular,8,1419
2024-09-03,Capinha,8,65
2024-09-03,Carregador,5,115
2024-09-03,Capinha,6,66
2024-09-03,Capinha,18,60
2024-09-04,Caixa de Som,17,161
2024-09-04,Carregador,14,78
2024-09-04,Cabo USB,2,55
2024-09-04,Celular,17,1915
2024-09-04,Fone,18,78
2024-09-04,Fone,8,295
2024-09-04,Capinha,4,35
2024-09-04,Fone,11,155
2024-09-04,Carregador,15,43
2024-09-04,Película,16,21
2024-09-04,Cabo USB,11,28
2024-09-05,Cabo USB,1,75
2024-09-05,Capinha,7,28
2024-09-05,Cabo USB,16,70
2024-09-05,Película,8,15
2024-09-05,Celular,4,1635
2024-09-05,Celular,8,2777
2024-09-05,Capinha,2,32
2024-09-05,Capinha,9,94
2024-09-05,Relógio Smart,13,682
2024-09-05,Capinha,16,31
2024-09-05,Capinha,16,63
2024-09-05,Película,8,29
2024-09-06,Relógio Smart,18,979
2024-09-06,Carregador,4,101
2024-09-06,Celular,13,2307
2024-09-06,Celular,13,1559
2024-09-06,Fone,3,124
2024-09-06,Celular,3,1461
2024-09-06,Celular,13,1661
2024-09-06,Fone,9,211
2024-09-06,Fone,12,282
2024-09-06,Caixa de Som,18,428
2024-09-06,Película,10,23
2024-09-06,Fone,5,240
2024-09-06,Celular,17,2420
2024-09-07,Carregador,5,129
2024-09-07,Celular,5,1727
2024-09-07,Celular,3,1923
2024-09-07,Celular,19,2951
2024-09-07,Fone,12,128
2024-09-07,Película,13,48
2024-09-07,Película,19,47
2024-09-07,Cabo USB,19,50
2024-09-07,Celular,12,1248
2024-09-07,Fone,11,84
2024-09-07,Cabo USB,12,52
2024-09-07,Caixa de Som,9,403
2024-09-07,Fone,17,73
2024-09-07,Fone,16,106
2024-09-07,Capinha,17,28
2024-09-07,Capinha,9,38
2024-09-07,Celular,12,1174
2024-09-07,Capinha,4,22
2024-09-07,Capinha,11,50
2024-09-07,Película,19,29
2024-09-08,Película,1,46
2024-09-08,Película,12,30
2024-09-08,Carregador,18,137
2024-09-08,Capinha,5,89
2024-09-08,Fone,7,196
2024-09-08,Capinha,1,97
2024-09-08,Capinha,15,30
2024-09-08,Celular,6,2312
2024-09-08,Cabo USB,2,64
2024-09-08,Celular,6,1138
2024-09-08,Carregador,6,101
2024-09-09,Celular,9,1915
2024-09-09,Capinha,11,72
2024-09-09,Fone,3,280
2024-09-09,Capinha,16,89
2024-09-09,Fone,5,78
2024-09-09,Fone,14,237
2024-09-09,Capinha,7,32
2024-09-09,Película,16,32
2024-09-10,Celular,16,1492
2024-09-10,Capinha,7,43
2024-09-10,Capinha,7,47
2024-09-10,Película,10,30
2024-09-10,Celular,13,2680
2024-09-10,Celular,13,2227
2024-09-10,Fone,3,185
2024-09-10,Capinha,1,58
2024-09-10,Película,16,15
2024-09-10,Película,5,35
2024-09-10,Celular,12,2187
2024-09-10,Celular,8,1529
2024-09-10,Capinha,4,75
2024-09-11,Fone,8,231
2024-09-11,Cabo USB,14,52
2024-09-11,Celular,17,2503
2024-09-11,Película,1,32
